OBJECTID,PEC_ID,Locality,Name,Owner_Applicant,Street_Address,Parcel_ID,Acres,Building_Sq_Ft,MW_reported,Construction_Type,Build_Status,Notes,Tax_Map_link,Source_link,Lat,Long,Date_Updated,Updated_By,Lat1,Watershed
93,PEC-LDN-0024,Loudoun County,1304 SQUIRE CT,ELECTRIC BUILDING LLC,1304 SQUIRE CT,042295813000,2.82,"36,000",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=042295813000&jur=107&taxyr=2024&LMparent=20,,39.02152866,-77.43475817,2024-04-10,SEP,39.02152866,
94,PEC-LDN-0025,Loudoun County,Dulles 28 Technology Park,BlackChamber Group,45870 MEMPHIS PLZ, 043176560000,26.24,"685,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=043171795000&jur=107&taxyr=2025&LMparent=20,https://www.datacenterdynamics.com/en/news/zoning-change-approved-in-sterling-virginia-paving-way-for-685000-sq-ft-data-center-development/,39.00840125,-77.44290564,2025-08-06,SEP,39.00840125,
96,PEC-LDN-0027,Loudoun County,Paragon Park Lot 3B,BlackChamber Group,Intersection of Pacific Blvd and Charles View Dr,043395471000,49.73,"405,611",,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=043395471000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/D175A1D3-E983-41D9-B593-3D5C69B1B3E4?tab=attachments,39.01517048,-77.43475172,2025-08-06,SEP,39.01517048,
97,PEC-LDN-0028,Loudoun County,21641 CHARLES VIEW DR,Amazon Data Services Inc,21641 CHARLES VIEW DR,043482656000,53.96,"685,682",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=043482656000&jur=107&taxyr=2024&LMparent=20,,39.0179646,-77.43968178,2024-04-10,SEP,39.0179646,
98,PEC-LDN-0029,Loudoun County,DULLES NORTH CORPORATE PARK 8,John Collich/BF SAUL REAL ESTATE INVESTMENT,,044104706000,10.4,"262,000",,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=045402669000&jur=107&taxyr=2024,https://www.bizjournals.com/washington/news/2023/01/30/saul-centers-dulles-north-corporate-park.html,38.99534216,-77.43255921,2024-04-10,SEP,38.99534216,
99,PEC-LDN-0030,Loudoun County,QTS BRODERICK ACQUISITION CO LLC,QTS INVESTMENT PROPERTIES ASHBURN LLC,22271 BRODERICK DR,044152877000,16.33,"427,300",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=044152877000&jur=107&taxyr=2024&LMparent=20,,38.99910296,-77.44981788,2024-04-10,SEP,38.99910296,
100,PEC-LDN-0031,Loudoun County,VERISIGN INC,VERISIGN INC,22340 DRESDEN ST,044174648000,14.45,"64,300",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=044174648000&jur=107&taxyr=2024&LMparent=20,,38.99773902,-77.4436832,2024-04-10,SEP,38.99773902,
101,PEC-LDN-0032,Loudoun County,22370 KIPPER DR AWS,Amazon Data Services Inc,22370 KIPPER DR,044193385000,14.36,"203,460",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=044193385000&jur=107&taxyr=2024&LMparent=20,,38.99696471,-77.43580741,2024-04-10,SEP,38.99696471,
102,PEC-LDN-0033,Loudoun County,NVA01 STACK INFRASTRUCTURE,"SI NVA01, LLC",22080 PACIFIC BLVD,044261032000,15.98,"180,000",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=044261032000&jur=107&taxyr=2024&LMparent=20,,39.0045421,-77.4419761,2024-04-10,SEP,39.0045421,
103,PEC-LDN-0034,Loudoun County,SENTINEL ASHBURN II,GI TC LOUDOUN LLC,22262 CLOUD PLZ,044282013000,23.84,"234,100",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=044282013000&jur=107&taxyr=2024&LMparent=20,,39.0006039,-77.43985679,2024-04-10,SEP,39.0006039,
104,PEC-LDN-0035,Loudoun County,VANTAGE DATA CENTERS VA11,VANTAGE DATA CENTERS VA11 LLC,45200 VANTAGE DATA PLZ,044288975001,17.68,"253,352",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=044288975001&jur=107&taxyr=2024&LMparent=20,https://datacenterhawk.com/marketplace/providers/vantage-data-centers/45200-vantage-data-plaza/va11,39.00213374,-77.43737852,2024-04-10,SEP,39.00213374,
105,PEC-LDN-0036,Loudoun County,VANTAGE DATA CENTERS VA12,VANTAGE DATA CENTERS VA12 LLC,45194 VANTAGE DATA PLZ,044288975002,19.04,"228,606",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=044288975002&jur=107&taxyr=2024&LMparent=20,,39.00305364,-77.44010205,2024-04-10,SEP,39.00305364,
106,PEC-LDN-0037,Loudoun County,DIGITAL LOUDOUN IV,DIGITAL LOUDOUN IV LLC,22125 BRODERICK DR,044370416000,111.7,"800,702",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=044370416000&jur=107&taxyr=2024&LMparent=20,,39.0051437,-77.45119527,2024-04-10,SEP,39.0051437,
107,PEC-LDN-0038,Loudoun County,Arcola Pacific Campus,PowerHouse Data Centers,22020 BRODERICK DR,044461959000,43.29,"1,100,000",,Redevelopment,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=044461959000&jur=107&taxyr=2024,https://www.datacenterdynamics.com/en/news/arep-launches-powerhouse-data-centers-plans-21-million-sq-ft-338mw-across-virginias-loudoun-county/,39.00486343,-77.44698918,2024-04-10,SEP,39.00486343,
108,PEC-LDN-0039,Loudoun County,FR SUMMIT AWS,FR SUMMIT LLC,22630 DULLES SUMMIT CT,045159083000,10.31,"149,200",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045159083000&jur=107&taxyr=2024&LMparent=20,,38.98870993,-77.44764983,2024-04-10,SEP,38.98870993,
109,PEC-LDN-0040,Loudoun County,MCP 22745 & 22755 RELOCATION DRIVE,MCP 22745 & 22755 RELOCATION DRIVE LLC,22745 RELOCATION DR,045175529000,16.69,"251,091",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045175529000&jur=107&taxyr=2024&LMparent=20,,38.98649106,-77.44223349,2024-04-10,SEP,38.98649106,
110,PEC-LDN-0041,Loudoun County,PROLOGIS PARK GATEWAY II,Prologis,45180 GLOBAL PLZ,045185843002,11.2,"294,000",,Redevelopment,Proposed,"Flex, Industrial",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045185843002&jur=107&taxyr=2024&LMparent=20,https://www.datacenterdynamics.com/en/news/prologis-seeks-rezoning-of-land-sterling-virginia-possibly-for-data-centers/,38.98794962,-77.43817449,2024-04-10,SEP,38.98794962,
112,PEC-LDN-0043,Loudoun County,DCT DULLES PHASE II,DCT DULLES PHASE II LLC,22651 DULLES SUMMIT CT,045254455000,5.85,"75,800",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045254455000&jur=107&taxyr=2024&LMparent=20,,38.99059927,-77.4488546,2024-04-10,SEP,38.99059927,
113,PEC-LDN-0044,Loudoun County,113 EXECUTIVE DR Prologis,Prologis,113 EXECUTIVE DR,045269479000,9.4,"750,000",,Redevelopment,Proposed,"Flex, Industrial",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?mode=commercial&UseSearch=no&pin=045269479000&jur=107&taxyr=2024&card=2&item=0&State=1|1|1|1|1&items=4,https://www.datacenterdynamics.com/en/news/prologis-seeks-rezoning-of-land-sterling-virginia-possibly-for-data-centers/,38.99066772,-77.44434517,2024-04-10,SEP,38.99066772,
114,PEC-LDN-0044A,Loudoun County,22660 Executive Dr Prologis,Prologis,22660 Executive Dr,045274849000,7.8,0,,Redevelopment,Proposed,"Flex, Industrial (Formerly PEC-LDN-0045)",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=045274849000&jur=107&taxyr=2024,https://www.datacenterdynamics.com/en/news/prologis-seeks-rezoning-of-land-sterling-virginia-possibly-for-data-centers/,38.98975252,-77.44206104,2024-04-10,SEP,38.98975252,
115,PEC-LDN-0046,Loudoun County,Aligned Energy Data Center,Vantage Data Centers VA2 LLC; Ryan Dorsett,22715 RELOCATION DR,045279612000,10.14,"306,224",,Complete,Existing,"Computer Center.  Traffic study references ""453,377 sq ft of data center"", but building appears complete",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=045279612000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/1EA54DC9-FFF0-40F8-AF9A-F9F78538C9FA?tab=locations,38.98848953,-77.44085572,2025-08-01,SEP,38.98848953,
118,PEC-LDN-0048,Loudoun County,DIGITAL STERLING PREMIER,DIGITAL STERLING PREMIER LLC,22574 PACIFIC BLVD,045299249000,13.8,"258,252",,Complete,Existing,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?sIndex=0&idx=1,,38.99003896,-77.43467403,2024-04-10,SEP,38.99003896,
119,PEC-LDN-0049,Loudoun County,IAD76,FR RANDOLPH DRIVE LLC,22520 RANDOLPH DR,045352692000,13.96,"138,900",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045352692000&jur=107&taxyr=2024&LMparent=20,,38.99405639,-77.45023482,2024-04-10,SEP,38.99405639,
120,PEC-LDN-0050,Loudoun County,DATA CENTER BUILDING C,DCT DULLES PHASE II LLC,22631 DULLES SUMMIT CT,045358110000,7.43,"103,000",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=045358110000&jur=107&taxyr=2024&LMparent=20,,38.9917194,-77.44855245,2024-04-10,SEP,38.9917194,
122,PEC-LDN-0052,Loudoun County,IAD03,ALIGNED ENERGY DATA CENTERS ASHBURN LLC,22580 RELOCATION DR,045399350000,12.89,"180,355",72.0,Complete,Existing,square footage less than anticipated,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=045399350000&jur=107&taxyr=2025&LMparent=20,https://datacenterhawk.com/marketplace/providers/aligned-data-centers/22715-relocation-drive/iad03,38.99307681,-77.43411536,2025-08-06,SEP,38.99307681,
123,PEC-LDN-0053,Loudoun County,QTS Ashburn-Moran,QTS DULLES LLC,1506 MORAN RD,045458114000,2.99,"65,058",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045458114000&jur=107&taxyr=2024&LMparent=20,,38.99446223,-77.44814117,2024-04-10,SEP,38.99446223,
124,PEC-LDN-0054,Loudoun County,1501 Moran Road,EdgeCore Digital/Partners Group,1501 Moran Road,045465016000,7.65,"285,000",,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=045465016000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/49535f6c-c976-4052-b47c-bc3f6488a7aa?tab=attachments,38.99519698,-77.44622511,2025-08-06,SEP,38.99519698,
125,PEC-LDN-0055,Loudoun County,22350 KIPPER DR AWS,Amazon Data Services Inc,22350 KIPPER DR,045494813000,10.65,"203,460",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=045494813000&jur=107&taxyr=2024&LMparent=20,,38.99508858,-77.43511004,2024-04-10,SEP,38.99508858,
126,PEC-LDN-0056,Loudoun County,IAD3 Evoque Cyxtera,22995 WILDER COURT LLC,22995 WILDER CT,046368231000,11.51,"130,400",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=046368231000&jur=107&taxyr=2024&LMparent=20,,38.98105939,-77.44433907,2024-04-10,SEP,38.98105939,
127,PEC-LDN-0057,Loudoun County,IAD114,BEAUMEADE LC PHASE III LLC,20945 LOUDOUN COUNTY PKWY,059309091000,10.7,"147,600",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=059309091000&jur=107&taxyr=2024&LMparent=20,,39.03563056,-77.45093717,2024-04-10,SEP,39.03563056,
128,PEC-LDN-0058,Loudoun County,21551 BEAUMEADE CIR,BEAUMEADE TECHNOLOGY PARTNERS LLC,21551 BEAUMEADE CIR,060108050000,10.73,"152,400",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060108050000&jur=107&taxyr=2024&LMparent=20,,39.02088482,-77.45114126,2024-04-10,SEP,39.02088482,
129,PEC-LDN-0059,Loudoun County,ACC5 ACC6 Digital Realty,FOX PROPERTIES LLC,44521 HASTINGS DR,060170268000,30.44,"518,449",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060170268000&jur=107&taxyr=2024&LMparent=20,,39.02070229,-77.46347144,2024-04-10,SEP,39.02070229,
131,PEC-LDN-0061,Loudoun County,44470 Chilum Place,EQUINIX,44470 CHILUM PL,060182916001,22.1,"100,121",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060182916001&jur=107&taxyr=2024&LMparent=20,,39.02220796,-77.46144166,2024-04-10,SEP,39.02220796,
132,PEC-LDN-0062,Loudoun County,44490 CHILUM PL,BLUE SLING ACC 2 LLC,44490 CHILUM PL,060182916002,0.0,"87,560",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=060182916002&jur=107&taxyr=2024&LMparent=20,,39.02134109,-77.45830079,2024-04-10,SEP,39.02134109,
133,PEC-LDN-0063,Loudoun County,44520 HASTINGS DR,QUILL EQUITY LLC,44520 HASTINGS DR,060182916003,0.0,"148,717",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060182916003&jur=107&taxyr=2024,,39.01993471,-77.45988872,2024-04-10,SEP,39.01993471,
134,PEC-LDN-0064,Loudoun County,21745 BEAUMEADE CIR,21673 BEAUMEADE CIRCLE LLC,21745 BEAUMEADE CIR,060189720000,22.6,"455,793",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060189720000&jur=107&taxyr=2024,,39.01851166,-77.45889795,2024-04-10,SEP,39.01851166,
135,PEC-LDN-0064A,Loudoun County,21673 BEAUMEADE CIRCLE LLC,Cologix,21673 BEAUMEADE CIRCLE,060189720000,0.0,"544,207",,Expansion,Proposed,Expansion of 21673 BEAUMEADE CIRCLE LLC,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060189720000&jur=107&taxyr=2024,https://baxtel.com/data-center/cologix-ashburn-ash1,39.01941242,-77.45794519,2024-04-10,SEP,39.01941242,
136,PEC-LDN-0065,Loudoun County,MONTEREY DC ASSETS,MONTEREY DC ASSETS LLC,21571 BEAUMEADE CIR,060202337000,14.15,"164,455",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060202337000&jur=107&taxyr=2024&LMparent=20,,39.02194221,-77.45328952,2024-04-10,SEP,39.02194221,
137,PEC-LDN-0066,Loudoun County,44790 PERFORMANCE CIR,EQUINIX,44790 PERFORMANCE CIR,060209652000,44.53,"672,244",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060209652000&jur=107&taxyr=2024,,39.02357221,-77.45090467,2024-04-10,SEP,39.02357221,
138,PEC-LDN-0067,Loudoun County,RAGING WIRE VA1,RAGINGWIRE DATA CENTERS INC,44664 GUILFORD DR,060298548000,7.2,"109,300",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060298548000&jur=107&taxyr=2024&LMparent=20,,39.02266089,-77.4548714,2024-04-10,SEP,39.02266089,
139,PEC-LDN-0068,Loudoun County,BCORE COPT DC-15,BCORE COPT DC-15 LLC,44862 INTERCONNECTION PL,060307119000,37.9,"446,732",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060307119000&jur=107&taxyr=2024,,39.02639748,-77.45114855,2024-04-10,SEP,39.02639748,
140,PEC-LDN-0069,Loudoun County,DBT-DATA ASHBURN HOLDING I,NTT GLOBAL DATA CENTERS AMERICAS INC,44610 GUILFORD DR,060386530000,4.74,"123,200",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060386530000&jur=107&taxyr=2024,,39.02489857,-77.45765052,2024-04-10,SEP,39.02489857,
141,PEC-LDN-0070,Loudoun County,DC 8 9 10 DE,DC 8 9 10 DE LLC,21271 SMITH SWITCH RD,060485060000,34.74,"429,711",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060485060000&jur=107&taxyr=2024,,39.02907864,-77.45896392,2024-04-10,SEP,39.02907864,
142,PEC-LDN-0071,Loudoun County,21955 LOUDOUN COUNTY PKWY,CloudHQ,21955 LOUDOUN COUNTY PKWY,061177666002,29.96,"983,994",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061177666002&jur=107&taxyr=2024,,39.01002754,-77.46273662,2024-04-10,SEP,39.01002754,
143,PEC-LDN-0072,Loudoun County,21455 Beaumeade Circle,EQUINIX,Corner of Beaumeade Circle and Waxpool Rd,061205971000,16.36,"265,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061204719000&jur=107&taxyr=2024,https://www.datacenterdynamics.com/en/news/american-real-estate-partners-buys-land-plans-data-center-northern-virginia/,39.01153585,-77.45264742,2024-04-10,SEP,39.01153585,
144,PEC-LDN-0073,Loudoun County,DIGITAL REALTY ACC10,BLUE SLING ACC 10 LLC,21744 SIR TIMOTHY DR,061268762000,16.56,"288,400",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061268762000&jur=107&taxyr=2024&LMparent=20,,39.01327692,-77.46601762,2024-04-10,SEP,39.01327692,
145,PEC-LDN-0074,Loudoun County,44621 WAXPOOL RD,KAVEH VENTURES LLC,44621 WAXPOOL RD,061275931000,15.73,"493,504",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061275931000&jur=107&taxyr=2024&LMparent=20,,39.01213849,-77.4629108,2024-04-10,SEP,39.01213849,
146,PEC-LDN-0075,Loudoun County,CLOUD HQ LC3,LOHRASP VENTURES LLC,44631 WAXPOOL RD,061285496000,15.38,"585,593",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061285496000&jur=107&taxyr=2024,,39.01115409,-77.45961026,2024-04-10,SEP,39.01115409,
147,PEC-LDN-0076,Loudoun County,EQUINIX DC21,EQUINIX,22175 BEAUMEADE CIR,061298643000,10.18,"156,458",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061298643000&jur=107&taxyr=2024,,39.01186426,-77.45481385,2024-04-10,SEP,39.01186426,
148,PEC-LDN-0077,Loudoun County,EQUINIX ASHBURN EAST,EQUINIX,22165 BEAUMEADE CIR,061200160000,9.7,"361,600",,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061301740000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/bd36a7c3-e836-4275-a899-347180318c33?tab=attachments,39.01382868,-77.45398778,2025-08-06,SEP,39.01382868,
149,PEC-LDN-0078,Loudoun County,21310 BEAUMEADE CIR,BEAUMEADE DC BUILDING LLC,21310 BEAUMEADE CIR,061303369000,8.68,"190,250",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061303369000&jur=107&taxyr=2024,,39.01584869,-77.45340782,2024-04-10,SEP,39.01584869,
150,PEC-LDN-0079,Loudoun County,H5 CAPITAL-ASHBURN,ASHBURN DATA PROPERTY OWNER LP,21800 BEAUMEADE CIR,061307791000,5.25,"228,816",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061307791000&jur=107&taxyr=2024&LMparent=20,,39.01373262,-77.45174904,2024-04-10,SEP,39.01373262,
151,PEC-LDN-0080,Loudoun County,ALIGNED DATA CENTER IAD01,ALIGNED ENERGY DATA CENTERS,21890 UUNET DR,061355894000,8.85,"368,600",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061355894000&jur=107&taxyr=2024&LMparent=20,,39.01393563,-77.46997356,2024-04-10,SEP,39.01393563,
152,PEC-LDN-0081,Loudoun County,BLUE SLING ACC 9,BLUE SLING ACC 9 LLC,21745 SIR TIMOTHY DR,061361948000,18.82,"362,100",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061361948000&jur=107&taxyr=2024,,39.01549243,-77.46757943,2024-04-10,SEP,39.01549243,
153,PEC-LDN-0082,Loudoun County,Digital Filigree,Digital Realty,21780 FILIGREE CT,061394321000,13.13,"342,003",,Redevelopment,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061394321000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/f74213d7-0302-43fe-be04-0b7241e37af4?tab=attachments,39.01367629,-77.45641678,2025-08-06,SEP,39.01367629,
154,PEC-LDN-0083,Loudoun County,21320 BEAUMEADE CIR,BEAUMEADE DC BUILDING LLC,21320 BEAUMEADE CIR,061407107000,9.56,"190,250",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061407107000&jur=107&taxyr=2024,,39.01704513,-77.4522879,2024-04-10,SEP,39.01704513,
155,PEC-LDN-0084,Loudoun County,ACC7 Digital Realty,ALSHAIN VENTURES LLC,21625 GRESHAM DR,061467942000,23.33,"446,500",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061467942000&jur=107&taxyr=2024&LMparent=20,,39.01753003,-77.46567818,2024-04-10,SEP,39.01753003,
156,PEC-LDN-0085,Loudoun County,Filigree Ct Campus,EQUINIX,21701 FILIGREE CT,061483407000,31.97,"679,455",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061483407000&jur=107&taxyr=2024&LMparent=20,,39.01585308,-77.45988623,2024-04-10,SEP,39.01585308,
160,PEC-LDN-0088,Loudoun County,IAD Round Table Campus Digital Realty,DIGITAL LOUDOUN 3 LLC,44274 ROUND TABLE PLZ,062462761000,93.69,"1,564,173",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=062462761000&jur=107&taxyr=2024&LMparent=20,,39.00662947,-77.46619629,2024-04-10,SEP,39.00662947,
161,PEC-LDN-0089,Loudoun County,"IAD 41, IAD 42, BLDG P",DIGITAL LOUDOUN 3 LLC,44757 ROUND TABLE PLZ,062493798000,31.73,"789,300",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=062493798000&jur=107&taxyr=2024&LMparent=20,,39.00840765,-77.45794438,2024-04-10,SEP,39.00840765,
162,PEC-LDN-0090,Loudoun County,QTS Lockridge ASH2 Quality Tech Lane DC2,QTS Data Centers,44655 QUALITY TECH LN,063494014000,9.03,"252,473",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=063494014000&jur=107&taxyr=2024&LMparent=20,,38.99543448,-77.45692425,2024-04-10,SEP,38.99543448,
163,PEC-LDN-0091,Loudoun County,QTS Lockridge ASH2 Quality Tech Lane DC1,ASHBURN ACQUISITION CO II LLC,44675 QUALITY TECH LN,063498140000,14.44,"308,630",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=063498140000&jur=107&taxyr=2024&LMparent=20,,38.99553454,-77.45531493,2024-04-10,SEP,38.99553454,
164,PEC-LDN-0092,Loudoun County,19508 Freedom Trail Road,JK Land Holdings,19508 Freedom Trail Road,083359224000,108.01,"1,100,000",,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=083359224000&jur=107&taxyr=2024,https://www.datacenterdynamics.com/en/news/jk-land-holdings-buys-108-acres-for-data-center-development-in-ashburn-virginia/,39.07646408,-77.49912608,2024-04-10,SEP,39.07646408,
